interpret,name,phonetic,sound
adj.滑的；油滑的，狡猾的，不可靠的,slippery,[ˈslɪpəri],http://sound.yywz123.com/qsbdcword/s/slippery.mp3
n.讨厌的东西，讨厌的人,nuisance,[ˈnju:sns],http://sound.yywz123.com/qsbdcword/n/nuisance.mp3
vt.&vi.反对，抗议；宣称；n.抗议；宣称,protest,[ˈprəʊtest],http://sound.yywz123.com/qsbdcword/p/protest.mp3
n.线条，条纹,stripe,[straɪp],http://sound.yywz123.com/qsbdcword/s/stripe.mp3
vi.／n.爬行，匍匐行进；缓慢(费力)地行进,crawl,[krɔ:l],http://sound.yywz123.com/qsbdcword/c/crawl.mp3
n.舰队；船队，机群,fleet,[fli:t],http://sound.yywz123.com/qsbdcword/f/fleet.mp3
vi.投降，自首；屈服；交出，放弃；vt.使投降；放弃；交出；听任,surrender,[səˈrendə(r)],http://sound.yywz123.com/qsbdcword/s/surrender.mp3
n.计算；计算结果,calculation,[ˌkælkjuˈleɪʃn],http://sound.yywz123.com/qsbdcword/c/calculation.mp3
adj.机械(学)的；力学的；机械似的；手工操作的；呆板的；,mechanical,[məˈkænɪkl],http://sound.yywz123.com/qsbdcword/m/mechanical.mp3
n.电路，线路；环行，环行道,circuit,[ˈsɜ:kɪt],http://sound.yywz123.com/qsbdcword/c/circuit.mp3
n.盘，托盘，碟,tray,[treɪ],http://sound.yywz123.com/qsbdcword/t/tray.mp3
vt.继承(金钱等)，经遗传而得(性格、特征),inherit,[ɪnˈherɪt],http://sound.yywz123.com/qsbdcword/i/inherit.mp3
n.叛逆，通敌，背叛，叛国罪,treason,[ˈtri:zn],http://sound.yywz123.com/qsbdcword/t/treason.mp3
n.议会，国会,Parliament,[ˈpɑ:ləmənt],http://sound.yywz123.com/qsbdcword/P/Parliament.mp3
vt.自夸；以拥有…而自豪；吹嘘；vi. 自吹自擂；n.自吹自擂,boast,[bəʊst],http://sound.yywz123.com/qsbdcword/b/boast.mp3
n.居住者；居民；栖居的动物,inhabitant,[ɪnˈhæbɪtənt],http://sound.yywz123.com/qsbdcword/i/inhabitant.mp3
n.直径,diameter,[daɪˈæmɪtə(r)],http://sound.yywz123.com/qsbdcword/d/diameter.mp3
adj.空的，中空的，空心的；空洞的，无价值的,hollow,[ˈhɒləʊ],http://sound.yywz123.com/qsbdcword/h/hollow.mp3
n.(pl.Englishmen)英国人；英国男人,Englishman,[ˈɪŋglɪʃmən],http://sound.yywz123.com/qsbdcword/E/Englishman.mp3
adj.同样的，相像的；adv.一样地；同程度地　,alike,[əˈlaɪk],http://sound.yywz123.com/qsbdcword/a/alike.mp3
n.刀刃，刀片；叶片,blade,[bleɪd],http://sound.yywz123.com/qsbdcword/b/blade.mp3
n.模子，模型，霉，霉菌，气质；vt.浇铸,mould,[məʊld],http://sound.yywz123.com/qsbdcword/m/mould.mp3
n.细菌，病菌，微生物；(想法等的)起源,germ,[dʒɜ:m],http://sound.yywz123.com/qsbdcword/g/germ.mp3
n.实验室，化验室,laboratory,[ləˈbɒrətri],http://sound.yywz123.com/qsbdcword/l/laboratory.mp3
n.上帝，主；主人，长官；君主，贵族,lord,[lɔ:d],http://sound.yywz123.com/qsbdcword/l/lord.mp3
adj.热带的，热带的，炎热的,tropical,[ˈtrɒpɪkl],http://sound.yywz123.com/qsbdcword/t/tropical.mp3
n.考试，考查，试题；检查，调查,examination,[ɪgˌzæmɪˈneɪʃn],http://sound.yywz123.com/qsbdcword/e/examination.mp3
n.牙龈；口香糖；树胶,gum,[gʌm],http://sound.yywz123.com/qsbdcword/g/gum.mp3
vt.（使）变锐利，削尖；vi.尖锐；变锋利,sharpen,[ˈʃɑ:pən],http://sound.yywz123.com/qsbdcword/s/sharpen.mp3
n.有强大吸引力的人或物；磁铁，磁体,magnet,[ˈmægnət],http://sound.yywz123.com/qsbdcword/m/magnet.mp3
n.描述，记述；描绘，描写，刻划；种类,description,[dɪˈskrɪpʃn],http://sound.yywz123.com/qsbdcword/d/description.mp3
n.垃圾场；vt.倾卸，切断电源，倾倒；vi.倒垃圾；突然跌倒或落下；卸货；转嫁（责任等）,dump,[dʌmp],http://sound.yywz123.com/qsbdcword/d/dump.mp3
adj.粘的，闷热的，困难的，令人不满意的,sticky,[ˈstɪki],http://sound.yywz123.com/qsbdcword/s/sticky.mp3
n.走廊，回廊，通路,corridor,[ˈkɒrɪdɔ:(r)],http://sound.yywz123.com/qsbdcword/c/corridor.mp3
n./adj.黑人；黑人的,Negro,[ˈni:grəʊ],http://sound.yywz123.com/qsbdcword/N/Negro.mp3
n.卡式录音带盒；卡式胶卷盒，盒式磁带,cassette,[kəˈset],http://sound.yywz123.com/qsbdcword/c/cassette.mp3
vt.供给衣服，给…穿衣,clothe,[kləʊð],http://sound.yywz123.com/qsbdcword/c/clothe.mp3
adj.坦白的，直率的，真诚的,frank,[fræŋk],http://sound.yywz123.com/qsbdcword/f/frank.mp3
n.优雅，雅致，魅力，恩惠，慈悲,grace,[greɪs],http://sound.yywz123.com/qsbdcword/g/grace.mp3
adj.个人的，单数的，独一的，唯一的，非凡的；n.单数,singular,[ˈsɪŋgjələ(r)],http://sound.yywz123.com/qsbdcword/s/singular.mp3
n.真空，空间，真空吸尘器；adj.真空的，产生(利用)真空的；v.用吸尘器打扫,vacuum,[ˈvækjuəm],http://sound.yywz123.com/qsbdcword/v/vacuum.mp3
n.构成，成分；作文，作曲；(音乐等)作品,composition,[ˌkɒmpəˈzɪʃn],http://sound.yywz123.com/qsbdcword/c/composition.mp3
prep.对于，关于，接近，将近，向，朝,toward,[tə'wɔ:d],http://sound.yywz123.com/qsbdcword/t/toward.mp3
n.侧面，轮廓，人物素描；概要，人物简介；vt.描绘...轮廓，评论人物；vi.给出轮廓,profile,[ˈprəʊfaɪl],http://sound.yywz123.com/qsbdcword/p/profile.mp3
n.集会(不可数)；会议(可数)，装配(不可数),assembly,[əˈsembli],http://sound.yywz123.com/qsbdcword/a/assembly.mp3
n.吼，咆哮，轰鸣，喧闹；vi.吼叫，大声说出，喧闹；vt.呼喊，使轰鸣,roar,[rɔ:(r)],http://sound.yywz123.com/qsbdcword/r/roar.mp3
adj.驯服的，柔顺的，乏味的；v.驯养，使...驯服,tame,[teɪm],http://sound.yywz123.com/qsbdcword/t/tame.mp3
n.托儿所；苗圃,nursery,[ˈnɜ:səri],http://sound.yywz123.com/qsbdcword/n/nursery.mp3
n.铁锨，铲子，黑桃；vt.铲；把……弄实抹平；vi 铲,spade,[speɪd],http://sound.yywz123.com/qsbdcword/s/spade.mp3
n.泡，水泡，气泡；泡影，妄想；vt.(使)起泡；vi.沸腾，冒泡；发出气泡声,bubble,[ˈbʌbl],http://sound.yywz123.com/qsbdcword/b/bubble.mp3
n.计算者，计算机,calculator,[ˈkælkjuleɪtə(r)],http://sound.yywz123.com/qsbdcword/c/calculator.mp3
n.吊车，起重机；鹤；vt.&vi.伸长，探头；vi.迟疑，踌躇,crane,[kreɪn],http://sound.yywz123.com/qsbdcword/c/crane.mp3
adj.革命的；大变革的；n.革命者；革命党人,revolutionary,[ˌrevəˈlu:ʃənəri],http://sound.yywz123.com/qsbdcword/r/revolutionary.mp3
n.喷气发动机，喷气式飞机；vt.&vi.喷出，喷射,jet,[dʒet],http://sound.yywz123.com/qsbdcword/j/jet.mp3
n.鸽子,pigeon,[ˈpɪdʒɪn],http://sound.yywz123.com/qsbdcword/p/pigeon.mp3
n.桶，塑料杯，纸杯；盆，洗澡盆，浴缸,tub,[tʌb],http://sound.yywz123.com/qsbdcword/t/tub.mp3
n.砖；vt.用砖砌，用砖堵住,brick,[brɪk],http://sound.yywz123.com/qsbdcword/b/brick.mp3
n.理发员，美容师,barber,[ˈbɑ:bə(r)],http://sound.yywz123.com/qsbdcword/b/barber.mp3
n.决心，决定；确定，测定；意志坚强,determination,[dɪˌtɜ:mɪˈneɪʃn],http://sound.yywz123.com/qsbdcword/d/determination.mp3
n.苏格兰,Scotland,['skɒtlənd],http://sound.yywz123.com/qsbdcword/S/Scotland.mp3
adj.腐烂(朽)的；令人不愉快的；糟糕的,rotten,[ˈrɒtn],http://sound.yywz123.com/qsbdcword/r/rotten.mp3
n.草地，草坪，上等细麻布,lawn,[lɔ:n],http://sound.yywz123.com/qsbdcword/l/lawn.mp3
adj.心不在焉的,absent-minded,[ˌæbsənt'maɪndɪd],http://sound.yywz123.com/qsbdcword/a/absent-minded.mp3
n.组织；薄纱，薄纸，手巾纸,tissue,[ˈtɪʃu:],http://sound.yywz123.com/qsbdcword/t/tissue.mp3
adj.南极(区)的；n.(the A-)南极洲，南极圈,Antarctic,[ænˈtɑ:ktɪk],http://sound.yywz123.com/qsbdcword/A/Antarctic.mp3
adj.令人气愤的；令人震惊的,shocking,[ˈʃɒkɪŋ],http://sound.yywz123.com/qsbdcword/s/shocking.mp3
n.胡说，废话,nonsense,[ˈnɒnsns],http://sound.yywz123.com/qsbdcword/n/nonsense.mp3
n.原料，材料，东西；vt.填满；吃饱,stuff,[stʌf],http://sound.yywz123.com/qsbdcword/s/stuff.mp3
n.恶劣的心情，心绪焦躁；性情，脾气,temper,[ˈtempə(r)],http://sound.yywz123.com/qsbdcword/t/temper.mp3
n.登陆；着陆；楼梯平台,landing,[ˈlændɪŋ],http://sound.yywz123.com/qsbdcword/l/landing.mp3
n.茶碟，茶托，小圆盘,saucer,[ˈsɔ:sə(r)],http://sound.yywz123.com/qsbdcword/s/saucer.mp3
adj.(思想上)不清楚的，含糊的，不具体的,vague,[veɪg],http://sound.yywz123.com/qsbdcword/v/vague.mp3
adv.基本上，从根本上说,basically,[ˈbeɪsɪkli],http://sound.yywz123.com/qsbdcword/b/basically.mp3
n.场合，时机，机会，诱因，理由；vt.惹起，引起,occasion,[əˈkeɪʒn],http://sound.yywz123.com/qsbdcword/o/occasion.mp3
n.花环，花圈，花冠,wreath,[ri:θ],http://sound.yywz123.com/qsbdcword/w/wreath.mp3
vi.(烈火)熊熊燃烧；发怒；怒斥；季风；n.愤怒；狂暴，肆虐；情绪激动,rage,[reɪdʒ],http://sound.yywz123.com/qsbdcword/r/rage.mp3
n.生产厂商，制造公司，厂主,manufacturer,[ˌmænjuˈfæktʃərə(r)],http://sound.yywz123.com/qsbdcword/m/manufacturer.mp3
adj.看得见的，明显的，显然的；n.可见物,visible,[ˈvɪzəbl],http://sound.yywz123.com/qsbdcword/v/visible.mp3
n.老兵；经验丰富的人，老手,veteran,[ˈvetərən],http://sound.yywz123.com/qsbdcword/v/veteran.mp3
n.行星,planet,[ˈplænɪt],http://sound.yywz123.com/qsbdcword/p/planet.mp3
n.崇拜，礼拜；vt.崇拜，敬仰；做礼拜；vi.拜神；做礼拜,worship,[ˈwɜ:ʃɪp],http://sound.yywz123.com/qsbdcword/w/worship.mp3
vt.强迫，迫使；责成；(使)感激，施恩于；vi.帮忙；施恩惠,oblige,[əˈblaɪdʒ],http://sound.yywz123.com/qsbdcword/o/oblige.mp3
adv.大部分，主要地,largely,[ˈlɑ:dʒli],http://sound.yywz123.com/qsbdcword/l/largely.mp3
vt.瞥见；n.一瞥，一看,glimpse,[glɪmps],http://sound.yywz123.com/qsbdcword/g/glimpse.mp3
adj.引起惊异的，不可思议的,marvellous,[ˈmɑ:vələs],http://sound.yywz123.com/qsbdcword/m/marvellous.mp3
n.工作服，工装裤；全面的，全体的,overall,[ˌəʊvərˈɔ:l],http://sound.yywz123.com/qsbdcword/o/overall.mp3
adj.惟一的；独一无二的，专用的；独占的,sole,[səʊl],http://sound.yywz123.com/qsbdcword/s/sole.mp3
n.出纳员，收银员,cashier,[kæˈʃɪə(r)],http://sound.yywz123.com/qsbdcword/c/cashier.mp3
n.御座，宝座；王位，王权,throne,[θrəʊn],http://sound.yywz123.com/qsbdcword/t/throne.mp3
n.虫子；故障；窃听器；vt.纠缠；装窃听器,bug,[bʌg],http://sound.yywz123.com/qsbdcword/b/bug.mp3
n.龟，乌龟,tortoise,[ˈtɔ:təs],http://sound.yywz123.com/qsbdcword/t/tortoise.mp3
n.巧合，同时发生,coincidence,[kəʊˈɪnsɪdəns],http://sound.yywz123.com/qsbdcword/c/coincidence.mp3
adj.思考的，沉思的，体贴的，关心的,thoughtful,[ˈθɔ:tfl],http://sound.yywz123.com/qsbdcword/t/thoughtful.mp3
n.手掌，手爪；vi.以蹄扒地，翻找；vt.抓，扒；亲昵地抚摸,paw,[pɔ:],http://sound.yywz123.com/qsbdcword/p/paw.mp3
adj.中级的，中等的，次要的；n.次要位置，副手,secondary,[ˈsekəndri],http://sound.yywz123.com/qsbdcword/s/secondary.mp3
n.臀部，髋；屋脊,hip,[hɪp],http://sound.yywz123.com/qsbdcword/h/hip.mp3
adj.直立的；正直的；adv.挺直着，竖立着,upright,[ˈʌpraɪt],http://sound.yywz123.com/qsbdcword/u/upright.mp3
adv.柔和地，静静地，温柔地,softly,[ˈsɒftli],http://sound.yywz123.com/qsbdcword/s/softly.mp3
n.雪暴，暴风雪,snowstorm,[ˈsnəʊstɔ:m],http://sound.yywz123.com/qsbdcword/s/snowstorm.mp3
n.算术，算法；adj.算术学的，算术的,arithmetic,[əˈrɪθmətɪk],http://sound.yywz123.com/qsbdcword/a/arithmetic.mp3
n.形容词；adj.形容词的，用作形容词的,adjective,[ˈædʒɪktɪv],http://sound.yywz123.com/qsbdcword/a/adjective.mp3
n.经办；代理；代理处,agency,[ˈeɪdʒənsi],http://sound.yywz123.com/qsbdcword/a/agency.mp3
n.王冠，王权，顶点；vt.使...成王，加冕，居...之顶,crown,[kraʊn],http://sound.yywz123.com/qsbdcword/c/crown.mp3
n.捐赠，捐献，捐助；捐赠物,donation,[dəʊˈneɪʃn],http://sound.yywz123.com/qsbdcword/d/donation.mp3
n.邪恶，不幸，罪恶；adj.邪恶的，不幸的，有害的，诽谤的,evil,[ˈi:vl],http://sound.yywz123.com/qsbdcword/e/evil.mp3
n.证书，证明书；vt.发给证明书，认可，鉴定,certificate,[səˈtɪfɪkət],http://sound.yywz123.com/qsbdcword/c/certificate.mp3
adj.无害的，无恶意的,harmless,[ˈhɑ:mləs],http://sound.yywz123.com/qsbdcword/h/harmless.mp3
n.扩音器，麦克风，话筒,microphone,[ˈmaɪkrəfəʊn],http://sound.yywz123.com/qsbdcword/m/microphone.mp3
adj.有关系的，有关联的，叙述的，讲述的,related,[rɪˈleɪtɪd],http://sound.yywz123.com/qsbdcword/r/related.mp3
vt.重新开始，重新启动；vi.重新开始，重新启动,restart,[ˌri:ˈstɑ:t],http://sound.yywz123.com/qsbdcword/r/restart.mp3
n.垫，衬垫；便签本，印色盒,pad,[pæd],http://sound.yywz123.com/qsbdcword/p/pad.mp3
adj.不仁慈的，不和善的,unkind,[ˌʌnˈkaɪnd],http://sound.yywz123.com/qsbdcword/u/unkind.mp3
n.葡萄树；蔓；藤,vine,[vaɪn],http://sound.yywz123.com/qsbdcword/v/vine.mp3
adj.有经验的；经验丰富的，熟练的,experienced,[ɪkˈspɪəriənst],http://sound.yywz123.com/qsbdcword/e/experienced.mp3
adj.更远的，进一步的；adv.更远的，此外；far的比较级,farther,[ˈfɑ:ðə(r)],http://sound.yywz123.com/qsbdcword/f/farther.mp3
adv.立即，立刻,instantly,[ˈɪnstəntli],http://sound.yywz123.com/qsbdcword/i/instantly.mp3
adv.正常地，通常地,normally,[ˈnɔ:məli],http://sound.yywz123.com/qsbdcword/n/normally.mp3
adv.显然；明白地,obviously,[ˈɒbviəsli],http://sound.yywz123.com/qsbdcword/o/obviously.mp3
n.杀人犯，凶手,murderer,[ˈmɜ:dərə(r)],http://sound.yywz123.com/qsbdcword/m/murderer.mp3
n.治疗；疗法,therapy,[ˈθerəpi],http://sound.yywz123.com/qsbdcword/t/therapy.mp3
adj.现代化的，最新的；跟上时代的,up-to-date,['ʌptə'deɪt],http://sound.yywz123.com/qsbdcword/u/up-to-date.mp3
n.微风；轻而易举的事；vi.来去匆匆，急速走,breeze,[bri:z],http://sound.yywz123.com/qsbdcword/b/breeze.mp3
vt.（使）流通，（使）运行，（使）循环，（使）传播；vi.传播，流传；循环；流通,circulate,[ˈsɜ:kjəleɪt],http://sound.yywz123.com/qsbdcword/c/circulate.mp3
n.离开，起程；背离，违反,departure,[dɪˈpɑ:tʃə(r)],http://sound.yywz123.com/qsbdcword/d/departure.mp3
n.列，柱形图；专栏；圆柱；纵队,column,[ˈkɒləm],http://sound.yywz123.com/qsbdcword/c/column.mp3
adv.紧密地；严密地，密切地,closely,['kləʊslɪ],http://sound.yywz123.com/qsbdcword/c/closely.mp3
n.品种，种类；vi.繁殖，产仔；vt.养殖，产生，养育,breed,[bri:d],http://sound.yywz123.com/qsbdcword/b/breed.mp3
vi.离开，启程,depart,[dɪˈpɑ:t],http://sound.yywz123.com/qsbdcword/d/depart.mp3
n.图表，示意图；图解；vt.绘制…的示意图,diagram,[ˈdaɪəgræm],http://sound.yywz123.com/qsbdcword/d/diagram.mp3
adj.引人注目的；戏剧的；演戏的,dramatic,[drəˈmætɪk],http://sound.yywz123.com/qsbdcword/d/dramatic.mp3
vi.夸大，夸张;vt.使扩大；使增大,exaggerate,[ɪgˈzædʒəreɪt],http://sound.yywz123.com/qsbdcword/e/exaggerate.mp3
n.滤器，过滤嘴；vt.过滤，透过；vi.滤过；渗入；慢慢传开,filter,[ˈfɪltə(r)],http://sound.yywz123.com/qsbdcword/f/filter.mp3
vi.皱眉，不满，用皱眉对…表示不满(at)；n.皱眉，蹙额,frown,[fraʊn],http://sound.yywz123.com/qsbdcword/f/frown.mp3
n.司令部，指挥部；总部，总店,headquarters,[ˌhedˈkwɔ:təz],http://sound.yywz123.com/qsbdcword/h/headquarters.mp3
adv.不耐烦地,impatiently,[ɪm'peɪʃntlɪ],http://sound.yywz123.com/qsbdcword/i/impatiently.mp3
