interpret,name,phonetic,sound
n.宿营；野营；营地；vi.露营，扎营,camp,[kæmp],http://sound.yywz123.com/qsbdcword/c/camp.mp3
prep.与…对抗；对着,against,[əˈgenst],http://sound.yywz123.com/qsbdcword/a/against.mp3
n.演员（尤指男演员）；行动者；参与者,actor,[ˈæktə(r)],http://sound.yywz123.com/qsbdcword/a/actor.mp3
adv.当然，无疑；一定，肯定，必定,certainly,[ˈsɜ:tnli],http://sound.yywz123.com/qsbdcword/c/certainly.mp3
n.参观者，访问者,visitor,[ˈvɪzɪtə(r)],http://sound.yywz123.com/qsbdcword/v/visitor.mp3
v.能，可能(can的过去式)；aux.v.(can的过去式)能；可以,could,[kəd],http://sound.yywz123.com/qsbdcword/c/could.mp3
n.一点儿，少量；钻头；马嚼子；辅币，位，比特(二进位制信息单位)；v.控制,bit,[bɪt],http://sound.yywz123.com/qsbdcword/b/bit.mp3
n.大巴，教练；(火车)客车车厢，四轮马车，经济舱；vt.训练，指导；vi.训练，指导,coach,[kəʊtʃ],http://sound.yywz123.com/qsbdcword/c/coach.mp3
n.中心；中央；v.集中,centre,[ˈsentə(r)],http://sound.yywz123.com/qsbdcword/c/centre.mp3
n.思想，主意，心意；v.介意，照顾，留心,mind,[maɪnd],http://sound.yywz123.com/qsbdcword/m/mind.mp3
n.皇宫；官殿；豪华大厦,palace,[ˈpæləs],http://sound.yywz123.com/qsbdcword/p/palace.mp3
n.重要人物；pron.某人，有人,somebody,[ˈsʌmbədi],http://sound.yywz123.com/qsbdcword/s/somebody.mp3
adj.奇怪的；古怪的,strange,[streɪndʒ],http://sound.yywz123.com/qsbdcword/s/strange.mp3
n.转弯处，弯曲,turning,[ˈtɜ:nɪŋ],http://sound.yywz123.com/qsbdcword/t/turning.mp3
adj.公平的，晴朗的，美丽的；(皮肤，毛发等)浅色的；白皙的；n.展览会，市集,fair,[feə(r)],http://sound.yywz123.com/qsbdcword/f/fair.mp3
n.愉快，快乐，高兴，乐事，乐趣，意志，愿望,pleasure,[ˈpleʒə(r)],http://sound.yywz123.com/qsbdcword/p/pleasure.mp3
n.资本，资金，资方；首都，首府，中心；大写字母；adj.主要的；资本的；大写的,capital,[ˈkæpɪtl],http://sound.yywz123.com/qsbdcword/c/capital.mp3
adj.清楚的；adv. 清楚地,clearly,[ˈklɪəli],http://sound.yywz123.com/qsbdcword/c/clearly.mp3
n.咳嗽；vi.咳嗽；vt.咳出,cough,[kɒf],http://sound.yywz123.com/qsbdcword/c/cough.mp3
adj.自由的，免费的；v.使自由；adv.随意地,free,[fri:],http://sound.yywz123.com/qsbdcword/f/free.mp3
vt. 贷；增添，提供；把……借给 vi. 贷款,lend,[lend],http://sound.yywz123.com/qsbdcword/l/lend.mp3
adj.国家的，民族的；n.国民,national,[ˈnæʃnəl],http://sound.yywz123.com/qsbdcword/n/national.mp3
n.米，公尺，计量器；n.（诗的）韵律，格律；（=meter）(美),metre,['mi:tə(r)],http://sound.yywz123.com/qsbdcword/m/metre.mp3
aux./v.(may的过去式)可能；可以，允许,might,[maɪt],http://sound.yywz123.com/qsbdcword/m/might.mp3
n.（美）购物中心，大商场,mall,[mɔ:l],http://sound.yywz123.com/qsbdcword/m/mall.mp3
n.市场；集市,market,[ˈmɑ:kɪt],http://sound.yywz123.com/qsbdcword/m/market.mp3
n.海报，招贴；脚夫；v.贴海报于,poster,[ˈpəʊstə(r)],http://sound.yywz123.com/qsbdcword/p/poster.mp3
prep.(pl.)另外的人,others,[ˈʌðə(rs)],http://sound.yywz123.com/qsbdcword/o/others.mp3
vt.推；使突出，使伸出，使延伸；大力推进，推行；通过，促使；vi.推；推进；伸展,push,[pʊʃ],http://sound.yywz123.com/qsbdcword/p/push.mp3
n.污染；污染物,pollution,[pəˈlu:ʃn],http://sound.yywz123.com/qsbdcword/p/pollution.mp3
n.塑料；adj.塑料的,plastic,[ˈplæstɪk],http://sound.yywz123.com/qsbdcword/p/plastic.mp3
n.部份，零件；角色，部位；vt.分开，分离，分配；vi.分离，离开；adv.部份地；adj.分离的,part,[pɑ:t],http://sound.yywz123.com/qsbdcword/p/part.mp3
n.诺言，约定，希望；v.允诺，约定，预示,promise,[ˈprɒmɪs],http://sound.yywz123.com/qsbdcword/p/promise.mp3
n.（学校的)课题，作业；项目，计划；方案；工程,project,[ˈprɒdʒekt],http://sound.yywz123.com/qsbdcword/p/project.mp3
n.皮肤，皮,skin,[skɪn],http://sound.yywz123.com/qsbdcword/s/skin.mp3
"vt. 解决；解答；溶解 vi. 作解答
",solve,[sɒlv],http://sound.yywz123.com/qsbdcword/s/solve.mp3
pron.某人，有人,someone,[ˈsʌmwʌn],http://sound.yywz123.com/qsbdcword/s/someone.mp3
adv.在某处；n.(在)某处,somewhere,[ˈsʌmweə(r)],http://sound.yywz123.com/qsbdcword/s/somewhere.mp3
adj.广泛的，宽阔的；adv.广大地，全部地,wide,[waɪd],http://sound.yywz123.com/qsbdcword/w/wide.mp3
adj.放荡的；未开发的，野的，野生的，原始的；n.荒野,wild,[waɪld],http://sound.yywz123.com/qsbdcword/w/wild.mp3
n. 惊奇；奇迹；惊愕 vi. 怀疑；想知道；惊讶 vt. 怀疑；惊奇；对…感到惊讶 adj. 奇妙的；非凡的,wonder,[ˈwʌndə(r)],http://sound.yywz123.com/qsbdcword/w/wonder.mp3
aux.will的过去式；愿，要；常常；大概；将要，会,would,[wʊd],http://sound.yywz123.com/qsbdcword/w/would.mp3
n.根，根本，根源，基础，底部；vt.使扎根，使固定，根除，肃清，搜出,root,[ru:t],http://sound.yywz123.com/qsbdcword/r/root.mp3
n.相片；vi.照相，摄影；vt.给...照相,photograph,[ˈfəʊtəgrɑ:f],http://sound.yywz123.com/qsbdcword/p/photograph.mp3
n.笼子；v.关入笼中；vt.把...关入笼内,cage,[keɪdʒ],http://sound.yywz123.com/qsbdcword/c/cage.mp3
adj.灰色的；n.灰色；v.变成灰色（=gray）,grey,[ɡreɪ],http://sound.yywz123.com/qsbdcword/g/grey.mp3
n.钮扣，按钮；v.扣住,button,[ˈbʌtn],http://sound.yywz123.com/qsbdcword/b/button.mp3
n.溜冰板(一种装有滑轮的椭圆形滑板),skateboard,[ˈskeɪtbɔ:d],http://sound.yywz123.com/qsbdcword/s/skateboard.mp3
n.枝，杆，手杖；vt.插于，刺入，竖起；vi.钉住，粘贴，坚持,stick,[stɪk],http://sound.yywz123.com/qsbdcword/s/stick.mp3
n.鹦鹉；鹦鹉学舌般地复述,parrot,[ˈpærət],http://sound.yywz123.com/qsbdcword/p/parrot.mp3
n.电视(机) [=TV],television,[ˈtelɪvɪʒn],http://sound.yywz123.com/qsbdcword/t/television.mp3
vi.发光；照耀，闪耀 vt. 照射，擦亮；把…的光投向,shine,[ʃaɪn],http://sound.yywz123.com/qsbdcword/s/shine.mp3
adj.勇敢的；v.勇敢地面对(危险等)；抵抗,brave,[breɪv],http://sound.yywz123.com/qsbdcword/b/brave.mp3
n.制服；校服；adj. 统一的；一致的；相同的；均衡的,uniform,[ˈju:nɪfɔ:m],http://sound.yywz123.com/qsbdcword/u/uniform.mp3
n.垃圾，废物；废话，胡说八道,rubbish,[ˈrʌbɪʃ],http://sound.yywz123.com/qsbdcword/r/rubbish.mp3
n.太阳眼镜，墨镜,sunglasses,[ˈsʌnglɑ:sɪz],http://sound.yywz123.com/qsbdcword/s/sunglasses.mp3
"n.鼓； 鼓状物； 鼓声；vt.击鼓； 连打； 反复讲；vi.击鼓；连打； 拍翅
",drum,[drʌm],http://sound.yywz123.com/qsbdcword/d/drum.mp3
adj.盲目的，瞎的；n.百叶窗；v.使失明,blind,[blaɪnd],http://sound.yywz123.com/qsbdcword/b/blind.mp3
n./vt.(shook；shaken)震动；颤抖；vi.摇动，摇,shake,[ʃeɪk],http://sound.yywz123.com/qsbdcword/s/shake.mp3
n.士兵，战士,soldier,[ˈsəʊldʒə(r)],http://sound.yywz123.com/qsbdcword/s/soldier.mp3
n.盘子；一样菜，一道菜；vt.上菜,dish,[dɪʃ],http://sound.yywz123.com/qsbdcword/d/dish.mp3
n.摩托车,motorbike,[ˈməʊtəbaɪk],http://sound.yywz123.com/qsbdcword/m/motorbike.mp3
adj.死的；无生命的；死气沉沉的；adv.完全地,dead,[ded],http://sound.yywz123.com/qsbdcword/d/dead.mp3
n.碗柜；橱柜（放食物或衣物等）,cupboard,[ˈkʌbəd],http://sound.yywz123.com/qsbdcword/c/cupboard.mp3
n.(银行、办公室、商店等)办事员,clerk,[klɑ:k],http://sound.yywz123.com/qsbdcword/c/clerk.mp3
n社团；俱乐部，夜总会，社；棍棒，（高尔夫球等的）球棒， （扑克牌）梅花；vt.棍打，把...当棍棒用；协作，联合,club,[klʌb],http://sound.yywz123.com/qsbdcword/c/club.mp3
n.环境，生态环境，自然环境,environment,[ɪnˈvaɪrənmənt],http://sound.yywz123.com/qsbdcword/e/environment.mp3
n.入口；入场；进入,entrance,[ˈentrəns],http://sound.yywz123.com/qsbdcword/e/entrance.mp3
n.飞行，飞机的航程，航班；逃跑,flight,[flaɪt],http://sound.yywz123.com/qsbdcword/f/flight.mp3
adj.向前的，早的，迅速的，前锋；v.转交，促进，运送；adv.向前地,forward,[ˈfɔ:wəd],http://sound.yywz123.com/qsbdcword/f/forward.mp3
n.传真；v.传真,fax,[fæks],http://sound.yywz123.com/qsbdcword/f/fax.mp3
"n.森林，园林
",forest,[ˈfɒrɪst],http://sound.yywz123.com/qsbdcword/f/forest.mp3
n.孙子，外孙,grandson,[ˈgrænsʌn],http://sound.yywz123.com/qsbdcword/g/grandson.mp3
adj.友好的，和气的,friendly,[ˈfrendli],http://sound.yywz123.com/qsbdcword/f/friendly.mp3
adv.然而；conj.然而，可是，不过,however,[haʊˈevə(r)],http://sound.yywz123.com/qsbdcword/h/however.mp3
n.面谈，访问，接见；v.接见，会谈,interview,[ˈɪntəvju:],http://sound.yywz123.com/qsbdcword/i/interview.mp3
n.起诉；信息，消息；知识；报告，通知，情报,information,[ˌɪnfəˈmeɪʃn],http://sound.yywz123.com/qsbdcword/i/information.mp3
adj.有帮助的，有用的，,helpful,[ˈhelpfl],http://sound.yywz123.com/qsbdcword/h/helpful.mp3
vt.邀请，引起，招致；n.邀请,invite,[ɪnˈvaɪt],http://sound.yywz123.com/qsbdcword/i/invite.mp3
n.千米/公里（=kilometer）,kilometre,[ˈkɪləmi:tə(r)],http://sound.yywz123.com/qsbdcword/k/kilometre.mp3
vt.杀死，弄死；扼杀，毁掉；使终止；消磨；vi.杀死；被弄死杀，杀伤；猎获物,kill,[kɪl],http://sound.yywz123.com/qsbdcword/k/kill.mp3
n.陆地，国土，土地；v.登陆，登岸，卸货,land,[lænd],http://sound.yywz123.com/qsbdcword/l/land.mp3
n.豆茎,beanstalk,[ˈbi:nstɔ:k],http://sound.yywz123.com/qsbdcword/b/beanstalk.mp3
vt.秤重量，衡量；重压；下锚；vi.有重量，有影响；重压；下锚,weigh,[weɪ],http://sound.yywz123.com/qsbdcword/w/weigh.mp3
n.捕鱼；钓鱼，渔业；adj.钓鱼的,fishing,[ˈfɪʃɪŋ],http://sound.yywz123.com/qsbdcword/f/fishing.mp3
n.打架，战斗，斗志；v.对抗，打架,fight,[faɪt],http://sound.yywz123.com/qsbdcword/f/fight.mp3
n.羽毛球，羽毛球运动,badminton,[ˈbædmɪntən],http://sound.yywz123.com/qsbdcword/b/badminton.mp3
num.百万，100万；n.无数，大众,million,[ˈmɪljən],http://sound.yywz123.com/qsbdcword/m/million.mp3
adj.成年的，成熟的；n.成年人,adult,[ˈædʌlt],http://sound.yywz123.com/qsbdcword/a/adult.mp3
n.(13岁到19岁的)青少年,teenager,[ˈti:neɪdʒə(r)],http://sound.yywz123.com/qsbdcword/t/teenager.mp3
n.危险，危险物，威胁,danger,[ˈdeɪndʒə(r)],http://sound.yywz123.com/qsbdcword/d/danger.mp3
n.陆地；大地；地球,earth,[ɜ:θ],http://sound.yywz123.com/qsbdcword/e/earth.mp3
n.雪球；v.打雪仗；滚雪球般增大,snowball,[ˈsnəʊbɔ:l],http://sound.yywz123.com/qsbdcword/s/snowball.mp3
n.热，热度，高潮；vi.加热；激昂；发热；vt.把…加热；使激动,heat,[hi:t],http://sound.yywz123.com/qsbdcword/h/heat.mp3
vi./vt.捆扎；包装；打行李；n.小包；包裹,pack,[pæk],http://sound.yywz123.com/qsbdcword/p/pack.mp3
adv.还，仍然，即刻；conj.尽管，然而,yet,[jet],http://sound.yywz123.com/qsbdcword/y/yet.mp3
adj.活着的,alive,[əˈlaɪv],http://sound.yywz123.com/qsbdcword/a/alive.mp3
n.烧伤；v.燃烧，发光,burn,[bɜ:n],http://sound.yywz123.com/qsbdcword/b/burn.mp3
adj.能...的，有才能的，能干的，能够的,able,[ˈeɪbl],http://sound.yywz123.com/qsbdcword/a/able.mp3
n.乡下；农村,countryside,[ˈkʌntrisaɪd],http://sound.yywz123.com/qsbdcword/c/countryside.mp3
n.商人(男)；男企业家,businessman,[ˈbɪznəsmæn],http://sound.yywz123.com/qsbdcword/b/businessman.mp3
adj.关闭的；封闭的,closed,[kləʊzd],http://sound.yywz123.com/qsbdcword/c/closed.mp3
n.药，医学，内科，内服药；vt.给…用药,medicine,[ˈmedsn],http://sound.yywz123.com/qsbdcword/m/medicine.mp3
n.请原谅；对不起；请再说一遍,pardon,[ˈpɑ:dn],http://sound.yywz123.com/qsbdcword/p/pardon.mp3
adj.可怕的，糟糕的，极其的,terrible,[ˈterəbl],http://sound.yywz123.com/qsbdcword/t/terrible.mp3
n.职责；责任,duty,[ˈdju:ti],http://sound.yywz123.com/qsbdcword/d/duty.mp3
n.歌剧,opera,[ˈɒprə],http://sound.yywz123.com/qsbdcword/o/opera.mp3
n.重要人物；pron.任何人,anybody,[ˈenibɒdi],http://sound.yywz123.com/qsbdcword/a/anybody.mp3
adj. 清楚的；清澈的；晴朗的；无罪的 vt. 通过；清除；使干净；跳过 vi. 放晴；变清澈 ,clear,[klɪə(r)],http://sound.yywz123.com/qsbdcword/c/clear.mp3
vbl.have的过去式和过去分词；conj.有,had,[həd],http://sound.yywz123.com/qsbdcword/h/had.mp3
vt. 使固定；修理；安装；准备 vi. 固定；注视,fix,[fɪks],http://sound.yywz123.com/qsbdcword/f/fix.mp3
n.修理，补救；v.修理，补救，补偿,repair,[rɪˈpeə(r)],http://sound.yywz123.com/qsbdcword/r/repair.mp3
adj.认真的，严肃的，重大的，严重的,serious,[ˈsɪəriəs],http://sound.yywz123.com/qsbdcword/s/serious.mp3
n.猪肉,pork,[pɔ:k],http://sound.yywz123.com/qsbdcword/p/pork.mp3
n.豆腐,tofu,[ˈtəʊfu:],http://sound.yywz123.com/qsbdcword/t/tofu.mp3
adj.严格的；严厉的，绝对的，详尽的；精确的,strict,[strɪkt],http://sound.yywz123.com/qsbdcword/s/strict.mp3
adj.新鲜的；无经验的；淡(水)的；精神饱满的；纯洁无瑕的；生动的；adv.最近地；n.涌流,fresh,[freʃ],http://sound.yywz123.com/qsbdcword/f/fresh.mp3
vt. 拥有；承认 vi. 承认 adj. 自己的；特有的,own,[əʊn],http://sound.yywz123.com/qsbdcword/o/own.mp3
n.桥，鼻梁，桥牌；vt.渡过，架桥,bridge,[brɪdʒ],http://sound.yywz123.com/qsbdcword/b/bridge.mp3
n.座，座位，位子，席位；所在地；vt.使坐下，使就座，设座于,seat,[si:t],http://sound.yywz123.com/qsbdcword/s/seat.mp3
n.绘画；油画；上色，着色；颜料，油漆,painting,[ˈpeɪntɪŋ],http://sound.yywz123.com/qsbdcword/p/painting.mp3
n.牛肉；v.抱怨，诉苦,beef,[bi:f],http://sound.yywz123.com/qsbdcword/b/beef.mp3
n.飞行员，领航员，引航员；vt.领航，驾驶，向导；adj.引导的，示范的,pilot,[ˈpaɪlət],http://sound.yywz123.com/qsbdcword/p/pilot.mp3
（lie的过去式和过去分词）；vt.击，放置，产卵，使平静，打赌，压平，设计；vi.生蛋，打赌，全力以赴；n.隐蔽处，计划，价格，生蛋，叙事诗，诗歌；adj.世俗的，外行的,lay,[leɪ],http://sound.yywz123.com/qsbdcword/l/lay.mp3
n.海豚,dolphin,[ˈdɒlfɪn],http://sound.yywz123.com/qsbdcword/d/dolphin.mp3
n.洋，海洋；许多，大量,ocean,[ˈəʊʃn],http://sound.yywz123.com/qsbdcword/o/ocean.mp3
n.塔，高楼，堡垒；v.高耸，超越,tower,[ˈtaʊə(r)],http://sound.yywz123.com/qsbdcword/t/tower.mp3
n.樱桃，樱桃树，樱桃色,cherry,[ˈtʃeri],http://sound.yywz123.com/qsbdcword/c/cherry.mp3
adj.睡熟了的，麻木的；adv.熟睡地,asleep,[əˈsli:p],http://sound.yywz123.com/qsbdcword/a/asleep.mp3
adv.一道，一起；prep.沿着，顺着,along,[əˈlɒŋ],http://sound.yywz123.com/qsbdcword/a/along.mp3
adj.醒的；v.唤醒，唤起，醒来,awake,[əˈweɪk],http://sound.yywz123.com/qsbdcword/a/awake.mp3
vi. 上升；增强；起立；高耸 vt. 使…飞起；使…浮上水面,rise,[raɪz],http://sound.yywz123.com/qsbdcword/r/rise.mp3
n.脚步；台阶；梯级,step,[step],http://sound.yywz123.com/qsbdcword/s/step.mp3
n.救援，救球，节约；v.解救，保存，节省；prep.除...之外,save,[seɪv],http://sound.yywz123.com/qsbdcword/s/save.mp3
vi.卷；摇晃；vt.使滚动；使摇摆；n.卷；名册,roll,[rəʊl],http://sound.yywz123.com/qsbdcword/r/roll.mp3
n.(比赛中)得分，分数；(测验中)成绩,score,[skɔ:(r)],http://sound.yywz123.com/qsbdcword/s/score.mp3
n.学位，等级，程度，度数,degree,[dɪˈgri:],http://sound.yywz123.com/qsbdcword/d/degree.mp3
n.温度,temperature,[ˈtemprətʃə(r)],http://sound.yywz123.com/qsbdcword/t/temperature.mp3
n.宇航员；太空人,astronaut,[ˈæstrənɔ:t],http://sound.yywz123.com/qsbdcword/a/astronaut.mp3
adv.横过，使...被理解(或接受)；prep.穿过，横过,across,[əˈkrɒs],http://sound.yywz123.com/qsbdcword/a/across.mp3
n.建立者，建筑工人,builder,[ˈbɪldə(r)],http://sound.yywz123.com/qsbdcword/b/builder.mp3
vt./vi.分享，共有，分配；n.共享；份额,share,[ʃeə(r)],http://sound.yywz123.com/qsbdcword/s/share.mp3
n.汽车库，汽车间，汽车修理厂,garage,[ˈgærɑ:ʒ],http://sound.yywz123.com/qsbdcword/g/garage.mp3
n.祖父母；外祖父母,grandparents,['grændpeərənts],http://sound.yywz123.com/qsbdcword/g/grandparents.mp3
n.经理；负责人,manager,[ˈmænɪdʒə(r)],http://sound.yywz123.com/qsbdcword/m/manager.mp3
n.音乐会；一致，和谐；vt.制定计划，通过协商达成一致；vi.合作,concert,[ˈkɒnsət],http://sound.yywz123.com/qsbdcword/c/concert.mp3
adj.楼下的；adv.在楼下；n.楼下,downstairs,[ˌdaʊnˈsteəz],http://sound.yywz123.com/qsbdcword/d/downstairs.mp3
adv.最后地；最终,finally,[ˈfaɪnəli],http://sound.yywz123.com/qsbdcword/f/finally.mp3
n.练习，实行，习惯；v.练习，实习，开业,practice,[ˈpræktɪs],http://sound.yywz123.com/qsbdcword/p/practice.mp3
n.商店，贮藏，仓库；v.储存，贮藏，供给,store,[stɔ:(r)],http://sound.yywz123.com/qsbdcword/s/store.mp3
n.美术馆，画廊,gallery,[ˈgæləri],http://sound.yywz123.com/qsbdcword/g/gallery.mp3
n.假期，休假；vi.度假,vacation,[vəˈkeɪʃn],http://sound.yywz123.com/qsbdcword/v/vacation.mp3
n.(=bookshop)书店,bookstore,['bʊkstɔ:(r)],http://sound.yywz123.com/qsbdcword/b/bookstore.mp3
n.大学,university,[ˌju:nɪˈvɜ:səti],http://sound.yywz123.com/qsbdcword/u/university.mp3
n.旅行，游历，进行；vi.旅行，行进，移动，被传播；vt.旅行，通行于，使移动,travel,[ˈtrævl],http://sound.yywz123.com/qsbdcword/t/travel.mp3
adj.疏忽的，粗心的，不注意的，马马虎虎的,careless,[ˈkeələs],http://sound.yywz123.com/qsbdcword/c/careless.mp3
adj.懒惰的,lazy,[ˈleɪzi],http://sound.yywz123.com/qsbdcword/l/lazy.mp3
n.自然，自然界，自然状态；本性，天性，性质；质；性格；性；本质,nature,[ˈneɪtʃə(r)],http://sound.yywz123.com/qsbdcword/n/nature.mp3
n.报告，汇报；传说，传阅；v.报告，报到,report,[rɪˈpɔ:t],http://sound.yywz123.com/qsbdcword/r/report.mp3
n.动作；情节；作用；举动,action,[ˈækʃn],http://sound.yywz123.com/qsbdcword/a/action.mp3
n.(无线电、电视)波段；波道；频道,channel,[ˈtʃænl],http://sound.yywz123.com/qsbdcword/c/channel.mp3
adj.适宜的，对的，准备好的；v.适合；安装；n.适宜；发作；一阵,fit,[fɪt],http://sound.yywz123.com/qsbdcword/f/fit.mp3
vt. 锁；锁上；使固定；隐藏；vi. 卡住，不动；n. 锁；水闸；一撮,lock,[lɒk],http://sound.yywz123.com/qsbdcword/l/lock.mp3
int.哼！（踌躇等）,hmm,"[hm, m]",http://sound.yywz123.com/qsbdcword/h/hmm.mp3
abbr.(ante meridiem的缩写)上午，午前,A.M.,[ˌei 'em],http://sound.yywz123.com/qsbdcword/A/A.M..mp3
"(=post meridiem,afternoon)下午；午后",P.M.,[ˈpi:ˈem],http://sound.yywz123.com/qsbdcword/P/P.M..mp3
n.双肩背包,backpack,[ˈbækpæk],http://sound.yywz123.com/qsbdcword/b/backpack.mp3
n.（pl）裤子，短裤,pants,[pænts],http://sound.yywz123.com/qsbdcword/p/pants.mp3
"n.工程师；vt.操纵，设计，建造
",engineer,[ˌendʒɪˈnɪə(r)],http://sound.yywz123.com/qsbdcword/e/engineer.mp3
n.英国；不列颠(英格兰、威尔士和苏格兰),Britain,[ˈbrɪtn],http://sound.yywz123.com/qsbdcword/B/Britain.mp3
n.地下人行道；（美）地铁；vi.乘坐地下铁路,subway,[ˈsʌbweɪ],http://sound.yywz123.com/qsbdcword/s/subway.mp3
adj.多雪的，雪的，被雪所覆盖着的，下雪的,snowy,[ˈsnəʊi],http://sound.yywz123.com/qsbdcword/s/snowy.mp3
n.踢；反冲；vi.踢，反抗；充满活力的运动；vt.踢；对自己生气,kick,[kɪk],http://sound.yywz123.com/qsbdcword/k/kick.mp3
n.加号，正号；adj.超过的，正的；prep.加上,plus,[plʌs],http://sound.yywz123.com/qsbdcword/p/plus.mp3
n.注意，注意力，关心，关注,attention,[əˈtenʃn],http://sound.yywz123.com/qsbdcword/a/attention.mp3
n.工作日；平日(星期日、星期六除外),weekday,[ˈwi:kdeɪ],http://sound.yywz123.com/qsbdcword/w/weekday.mp3
n.带子，队，乐队；v.联合，结合,band,[bænd],http://sound.yywz123.com/qsbdcword/b/band.mp3
adj.美味的，可口的,delicious,[dɪˈlɪʃəs],http://sound.yywz123.com/qsbdcword/d/delicious.mp3
pron.我自己,myself,[maɪˈself],http://sound.yywz123.com/qsbdcword/m/myself.mp3
abbr.(gymnasium)体操馆；(gymnastics)体育,gym,[dʒɪm],http://sound.yywz123.com/qsbdcword/g/gym.mp3
n.活动,activity,[ækˈtɪvəti],http://sound.yywz123.com/qsbdcword/a/activity.mp3
