interpret,name,phonetic,sound
n.前缀；vt.加…作为前缀；置于前面,prefix,[ˈpri:fɪks],http://sound.yywz123.com/qsbdcword/p/prefix.mp3
n.圣歌，赞美诗，颂歌,anthem,[ˈænθəm],http://sound.yywz123.com/qsbdcword/a/anthem.mp3
n.包扎物，包扎工具；[法]临时契约；粘合剂；装订工,binder,[ˈbaɪndə(r)],http://sound.yywz123.com/qsbdcword/b/binder.mp3
n./vt.(用)炸药(爆破),dynamite,[ˈdaɪnəmaɪt],http://sound.yywz123.com/qsbdcword/d/dynamite.mp3
n.温室，音乐学院；adj.保存性的，有保存力的,conservatory,[kənˈsɜ:vətri],http://sound.yywz123.com/qsbdcword/c/conservatory.mp3
adj.充满笑声的，欢闹的；[反]depressed,hilarious,[hɪˈleəriəs],http://sound.yywz123.com/qsbdcword/h/hilarious.mp3
vt.沙沙作响；偷盗(牛、马等)；vi.发出沙沙声；n.沙沙声声,rustle,[ˈrʌsl],http://sound.yywz123.com/qsbdcword/r/rustle.mp3
n.刺激物，兴奋剂,stimulant,[ˈstɪmjələnt],http://sound.yywz123.com/qsbdcword/s/stimulant.mp3
n.防腐剂；防腐料；保护料；预防药,preservative,[prɪˈzɜ:vətɪv],http://sound.yywz123.com/qsbdcword/p/preservative.mp3
v.敲弯，钉牢；确定；扭住对方 [参]clench,clinch,[klɪntʃ],http://sound.yywz123.com/qsbdcword/c/clinch.mp3
vt.分泌；隐匿，使隐秘,secrete,[sɪˈkri:t],http://sound.yywz123.com/qsbdcword/s/secrete.mp3
n.人类学家，人类学者,anthropologist,[ˌænθrəˈpɒlədʒɪst],http://sound.yywz123.com/qsbdcword/a/anthropologist.mp3
n.森林学；林业,forestry,[ˈfɒrɪstri],http://sound.yywz123.com/qsbdcword/f/forestry.mp3
vi.渗出，渗漏；n.渗漏，小泉，水（油）坑,seep,[si:p],http://sound.yywz123.com/qsbdcword/s/seep.mp3
vt.使胆寒，使惊骇,appal,[əˈpɔ:l],http://sound.yywz123.com/qsbdcword/a/appal.mp3
adj.流行的，时髦的；漂亮的，气派的,stylish,[ˈstaɪlɪʃ],http://sound.yywz123.com/qsbdcword/s/stylish.mp3
n.两栖动物；水陆两用飞机和车辆,amphibian,[æmˈfɪbiən],http://sound.yywz123.com/qsbdcword/a/amphibian.mp3
n.羚羊；羚羊皮,antelope,[ˈæntɪləʊp],http://sound.yywz123.com/qsbdcword/a/antelope.mp3
n.目击者，见证人,eyewitness,[ˈaɪwɪtnəs],http://sound.yywz123.com/qsbdcword/e/eyewitness.mp3
ad.全部地，完整地；完全地，彻底地,entirely,[ɪnˈtaɪəli],http://sound.yywz123.com/qsbdcword/e/entirely.mp3
n.河流的曲折，漫步，迂回旅行；vt.缓慢而弯曲地流动，漫谈；vi.漫步；漫谈,meander,[miˈændə(r)],http://sound.yywz123.com/qsbdcword/m/meander.mp3
n.存折；顾客赊欠账簿,passbook,[ˈpɑ:sbʊk],http://sound.yywz123.com/qsbdcword/p/passbook.mp3
n.奉献，献身，致力，题献，献辞,dedication,[ˌdedɪˈkeɪʃn],http://sound.yywz123.com/qsbdcword/d/dedication.mp3
n.斜纹棉布；斜纹棉布裤，牛仔裤,denim,[ˈdenɪm],http://sound.yywz123.com/qsbdcword/d/denim.mp3
n.坚持不懈，不屈不挠,perseverance,[ˌpɜ:sɪˈvɪərəns],http://sound.yywz123.com/qsbdcword/p/perseverance.mp3
adj.语言的，语言上的，表示语音的,phonetic,[fəˈnetɪk],http://sound.yywz123.com/qsbdcword/p/phonetic.mp3
n.暴怒，斜坡，坡道；vi.作恐吓姿势，暴怒，加速；vt.加速,ramp,[ræmp],http://sound.yywz123.com/qsbdcword/r/ramp.mp3
vt.涂抹；诽谤，玷污；vi.被弄脏；n.污点；诽谤，污蔑,smear,[smɪə(r)],http://sound.yywz123.com/qsbdcword/s/smear.mp3
n.作业量，工作量,workload,[ˈwɜ:kləʊd],http://sound.yywz123.com/qsbdcword/w/workload.mp3
adj.谨慎的，节俭的,canny,[ˈkæni],http://sound.yywz123.com/qsbdcword/c/canny.mp3
n.桌面管理系统程序；台式,desktop,[ˈdesktɒp],http://sound.yywz123.com/qsbdcword/d/desktop.mp3
n.重建，再现，复原,reconstruction,[ˌri:kənˈstrʌkʃn],http://sound.yywz123.com/qsbdcword/r/reconstruction.mp3
n.浮游生物,plankton,[ˈplæŋktən],http://sound.yywz123.com/qsbdcword/p/plankton.mp3
vt.(使)返老还童；(使)恢复活力；vi.复原；变年轻,rejuvenate,[rɪˈdʒu:vəneɪt],http://sound.yywz123.com/qsbdcword/r/rejuvenate.mp3
adj.防御的；防卫的；防守的,defensive,[dɪˈfensɪv],http://sound.yywz123.com/qsbdcword/d/defensive.mp3
n.地理学者,geographer,[dʒiˈɒgrəfə(r)],http://sound.yywz123.com/qsbdcword/g/geographer.mp3
adv.完全地，绝对地,utterly,['ʌtəli:],http://sound.yywz123.com/qsbdcword/u/utterly.mp3
n.语言学家；精通数种外国语言者,linguist,[ˈlɪŋgwɪst],http://sound.yywz123.com/qsbdcword/l/linguist.mp3
n.(大众爱戴的)领袖气质，魅力,charisma,[kəˈrɪzmə],http://sound.yywz123.com/qsbdcword/c/charisma.mp3
adj.法西斯主义的；法西斯党的；n.法西斯主义者，法西斯分子,fascist,['fæʃɪst],http://sound.yywz123.com/qsbdcword/f/fascist.mp3
adj.法庭的，雄辩的,forensic,[fəˈrensɪk],http://sound.yywz123.com/qsbdcword/f/forensic.mp3
adj.迷信的,superstitious,[ˌsu:pəˈstɪʃəs],http://sound.yywz123.com/qsbdcword/s/superstitious.mp3
n.早午餐,brunch,[brʌntʃ],http://sound.yywz123.com/qsbdcword/b/brunch.mp3
n.回教徒，穆罕默德信徒；adj.回教徒的，回教的,Moslem,[ˈmɒzləm],http://sound.yywz123.com/qsbdcword/M/Moslem.mp3
vt.加标点于；不时打断,punctuate,[ˈpʌŋktʃueɪt],http://sound.yywz123.com/qsbdcword/p/punctuate.mp3
n.减法，减去,subtraction,[səb'trækʃn],http://sound.yywz123.com/qsbdcword/s/subtraction.mp3
adv.格外地；极端地,extraordinarily,[ɪk'strɔ:dnrəlɪ],http://sound.yywz123.com/qsbdcword/e/extraordinarily.mp3
n.袖口；手铐；护腕；vt.用手铐铐；上袖口,cuff,[kʌf],http://sound.yywz123.com/qsbdcword/c/cuff.mp3
n.(某一地区的)植物群,flora,[ˈflɔ:rə],http://sound.yywz123.com/qsbdcword/f/flora.mp3
n.佛；佛像；佛陀,Buddha,[ˈbʊdə],http://sound.yywz123.com/qsbdcword/B/Buddha.mp3
n.纳粹分子，adj.纳粹党的，纳粹的,Nazi,[ˈnɑ:tsi],http://sound.yywz123.com/qsbdcword/N/Nazi.mp3
vt.痛恨，憎恶,detest,[dɪˈtest],http://sound.yywz123.com/qsbdcword/d/detest.mp3
n.植物学家,botanist,[ˈbɒtənɪst],http://sound.yywz123.com/qsbdcword/b/botanist.mp3
adj.卑劣的；恶劣的，肮脏的,filthy,[ˈfɪlθi],http://sound.yywz123.com/qsbdcword/f/filthy.mp3
vt.注入，植入，灌输,implant,[ɪmˈplɑ:nt],http://sound.yywz123.com/qsbdcword/i/implant.mp3
n.悲观者；悲观主义者；厌世,pessimist,[ˈpesɪmɪst],http://sound.yywz123.com/qsbdcword/p/pessimist.mp3
vt.包，封，遮盖；包围；n.信封，包裹,envelop,[ɪnˈveləp],http://sound.yywz123.com/qsbdcword/e/envelop.mp3
(random access memory)随机存取存储器n. 公羊；撞锤；撞击装置；有撞角的军舰；（水压机的）[机] 活塞；v. 撞击；填塞；强迫通过或接受,ram,[ræm],http://sound.yywz123.com/qsbdcword/r/ram.mp3
n.桌布，台布,tablecloth,[ˈteɪblklɒθ],http://sound.yywz123.com/qsbdcword/t/tablecloth.mp3
adj.丰满的，圆胖的,chubby,[ˈtʃʌbi],http://sound.yywz123.com/qsbdcword/c/chubby.mp3
n.辅音；adj.[音]符合的,consonant,[ˈkɒnsənənt],http://sound.yywz123.com/qsbdcword/c/consonant.mp3
n.征兆，预兆；vt.预示,omen,[ˈəʊmən],http://sound.yywz123.com/qsbdcword/o/omen.mp3
n.幼兽，年轻无经验的人,cub,[kʌb],http://sound.yywz123.com/qsbdcword/c/cub.mp3
n.天篷，遮篷,canopy,[ˈkænəpi],http://sound.yywz123.com/qsbdcword/c/canopy.mp3
n.巨额利润；突然赚大钱，发大财,killing,[ˈkɪlɪŋ],http://sound.yywz123.com/qsbdcword/k/killing.mp3
n.孤儿院,orphanage,[ˈɔ:fənɪdʒ],http://sound.yywz123.com/qsbdcword/o/orphanage.mp3
n.教学大纲，课程大纲,syllabus,[ˈsɪləbəs],http://sound.yywz123.com/qsbdcword/s/syllabus.mp3
n.(=value added tax)增值税，大桶,vat,[væt],http://sound.yywz123.com/qsbdcword/v/vat.mp3
n.鳗鲡,eel,[i:l],http://sound.yywz123.com/qsbdcword/e/eel.mp3
n.奏鸣曲,sonata,[səˈnɑ:tə],http://sound.yywz123.com/qsbdcword/s/sonata.mp3
adj.雾蒙蒙的，有雾的,misty,[ˈmɪsti],http://sound.yywz123.com/qsbdcword/m/misty.mp3
n.看门人，管门人,janitor,[ˈdʒænɪtə(r)],http://sound.yywz123.com/qsbdcword/j/janitor.mp3
adj.心情不稳的，易怒的，喜怒无常的,moody,[ˈmu:di],http://sound.yywz123.com/qsbdcword/m/moody.mp3
n.拱廊；(一侧或两侧有商店的)通道,arcade,[ɑ:ˈkeɪd],http://sound.yywz123.com/qsbdcword/a/arcade.mp3
n.情景喜剧，（广播、电视的）系列幽默剧,sitcom,[ˈsɪtkɒm],http://sound.yywz123.com/qsbdcword/s/sitcom.mp3
n.打嗝；vi.打嗝；vt.呃逆着（或间断地）说出,hiccup,['hɪkʌp],http://sound.yywz123.com/qsbdcword/h/hiccup.mp3
adj.发烧的，狂热的，兴奋的,feverish,[ˈfi:vərɪʃ],http://sound.yywz123.com/qsbdcword/f/feverish.mp3
n.织布工；编织者,weaver,[ˈwi:və(r)],http://sound.yywz123.com/qsbdcword/w/weaver.mp3
n.烟灰缸,ashtray,[ˈæʃtreɪ],http://sound.yywz123.com/qsbdcword/a/ashtray.mp3
adj.可怕的；讨厌的,frightful,[ˈfraɪtfl],http://sound.yywz123.com/qsbdcword/f/frightful.mp3
n.市民权，公民权，国民的义务(身份),citizenship,[ˈsɪtɪzənʃɪp],http://sound.yywz123.com/qsbdcword/c/citizenship.mp3
adj.考古学的，考古学上的,archaeological,[ˌɑ:kɪə'lɒdʒɪkl],http://sound.yywz123.com/qsbdcword/a/archaeological.mp3
n.流畅，雄辩，善辩,fluency,[ˈflu:ənsi],http://sound.yywz123.com/qsbdcword/f/fluency.mp3
n.服从，投降；温顺，谦虚；提出,submission,[səbˈmɪʃn],http://sound.yywz123.com/qsbdcword/s/submission.mp3
n.飞机场,airfield,[ˈeəfi:ld],http://sound.yywz123.com/qsbdcword/a/airfield.mp3
n.海盗行为，剽窃，著作权侵害,piracy,[ˈpaɪrəsi],http://sound.yywz123.com/qsbdcword/p/piracy.mp3
n.香子兰，香草,vanilla,[vəˈnɪlə],http://sound.yywz123.com/qsbdcword/v/vanilla.mp3
n.诀窍，做事情的灵巧的，便利的方法,knack,[næk],http://sound.yywz123.com/qsbdcword/k/knack.mp3
n.博物学家(尤指直接观察动植物者),naturalist,[ˈnætʃrəlɪst],http://sound.yywz123.com/qsbdcword/n/naturalist.mp3
（=vigor）n.智力，体力，精力,vigour,[ˈvɪgə(r)],http://sound.yywz123.com/qsbdcword/v/vigour.mp3
n.变更，改变；蚀变,alteration,[ˌɔ:ltəˈreɪʃn],http://sound.yywz123.com/qsbdcword/a/alteration.mp3
adj.芳香的，有香味的,aromatic,[ˌærəˈmætɪk],http://sound.yywz123.com/qsbdcword/a/aromatic.mp3
adj.气体的，气态的,gaseous,[ˈgæsiəs],http://sound.yywz123.com/qsbdcword/g/gaseous.mp3
adj.二，双；二进制的；n.双(体)；联星,binary,[ˈbaɪnəri],http://sound.yywz123.com/qsbdcword/b/binary.mp3
n.派(衍)生物；adj.非独创性的，模仿他人的,derivative,[dɪˈrɪvətɪv],http://sound.yywz123.com/qsbdcword/d/derivative.mp3
n.腐蚀，侵蚀；渐渐毁坏，渐衰,corrosion,[kə'rəʊʒn],http://sound.yywz123.com/qsbdcword/c/corrosion.mp3
n.纹身，(皮肤上的)刺花纹；vt.刺花纹于,tattoo,[təˈtu:],http://sound.yywz123.com/qsbdcword/t/tattoo.mp3
adv.清楚地，鲜明地，生动地,vividly,['vɪvɪdlɪ],http://sound.yywz123.com/qsbdcword/v/vividly.mp3
n.妙计，高明的手段；狡诈，诡计,artifice,[ˈɑ:tɪfɪs],http://sound.yywz123.com/qsbdcword/a/artifice.mp3
n.舞厅,ballroom,[ˈbɔ:lru:m],http://sound.yywz123.com/qsbdcword/b/ballroom.mp3
n.删除，取消,cancellation,[ˌkænsəˈleɪʃn],http://sound.yywz123.com/qsbdcword/c/cancellation.mp3
adv.极大地；相当大地；在很大程度上,considerably,[kənˈsɪdərəbli],http://sound.yywz123.com/qsbdcword/c/considerably.mp3
n.工业家，实业家,industrialist,[ɪnˈdʌstriəlɪst],http://sound.yywz123.com/qsbdcword/i/industrialist.mp3
n.壁架，架状突出物；岩架，岩礁,ledge,[ledʒ],http://sound.yywz123.com/qsbdcword/l/ledge.mp3
n.尴尬；使人为难的人(事物)；障碍；窘迫,embarrassment,[ɪmˈbærəsmənt],http://sound.yywz123.com/qsbdcword/e/embarrassment.mp3
n.（一堆）碎石，瓦砾,rubble,[ˈrʌbl],http://sound.yywz123.com/qsbdcword/r/rubble.mp3
n.风湿病,rheumatism,[ˈru:mətɪzəm],http://sound.yywz123.com/qsbdcword/r/rheumatism.mp3
n.电信，远距离通信,telecommunication,[ˌtelɪkəˌmju:nɪ'keɪʃn],http://sound.yywz123.com/qsbdcword/t/telecommunication.mp3
n.护卫，保镖,bodyguard,[ˈbɒdigɑ:d],http://sound.yywz123.com/qsbdcword/b/bodyguard.mp3
n.[植]花粉,pollen,[ˈpɒlən],http://sound.yywz123.com/qsbdcword/p/pollen.mp3
adj.劝告的，忠告的，顾问的，提供咨询,advisory,[ədˈvaɪzəri],http://sound.yywz123.com/qsbdcword/a/advisory.mp3
n.[法]沙龙；客厅；营业性的高级服务室,salon,[ˈsælɒn],http://sound.yywz123.com/qsbdcword/s/salon.mp3
adv.含糊地，暖昧地,vaguely,[ˈveɪgli],http://sound.yywz123.com/qsbdcword/v/vaguely.mp3
n.宝库；国库，金库；文库,treasury,[ˈtreʒəri],http://sound.yywz123.com/qsbdcword/t/treasury.mp3
n.螺旋桨，推进器,propeller,[prəˈpelə(r)],http://sound.yywz123.com/qsbdcword/p/propeller.mp3
n.暗杀；暗杀事件,assassination,[əˌsæsɪ'neɪʃn],http://sound.yywz123.com/qsbdcword/a/assassination.mp3
n.汗水；出汗,perspiration,[ˌpɜ:spəˈreɪʃn],http://sound.yywz123.com/qsbdcword/p/perspiration.mp3
n.天花,smallpox,[ˈsmɔ:lpɒks],http://sound.yywz123.com/qsbdcword/s/smallpox.mp3
n.十四行诗,sonnet,[ˈsɒnɪt],http://sound.yywz123.com/qsbdcword/s/sonnet.mp3
n.输血，输液,transfusion,[trænsˈfju:ʒn],http://sound.yywz123.com/qsbdcword/t/transfusion.mp3
adj.不自然的；反常的,unnatural,[ʌnˈnætʃrəl],http://sound.yywz123.com/qsbdcword/u/unnatural.mp3
adj.可耕的，适合种植的,arable,[ˈærəbl],http://sound.yywz123.com/qsbdcword/a/arable.mp3
n.喜剧演员；滑稽演员,comedian,[kəˈmi:diən],http://sound.yywz123.com/qsbdcword/c/comedian.mp3
n.冷凝器；电容器,condenser,[kənˈdensə(r)],http://sound.yywz123.com/qsbdcword/c/condenser.mp3
adj.盖满草的；长满草的,grassy,[ˈgrɑ:si],http://sound.yywz123.com/qsbdcword/g/grassy.mp3
n.止痛药,painkiller,[ˈpeɪnkɪlə(r)],http://sound.yywz123.com/qsbdcword/p/painkiller.mp3
n.提醒物，纪念品；暗示，提示,reminder,[rɪˈmaɪndə(r)],http://sound.yywz123.com/qsbdcword/r/reminder.mp3
adj.爱冒险的；惊心动魄的，惊险的，刺激的　,adventurous,[ədˈventʃərəs],http://sound.yywz123.com/qsbdcword/a/adventurous.mp3
n.抑郁，沮丧；布鲁斯音乐,blues,[blu:z],http://sound.yywz123.com/qsbdcword/b/blues.mp3
n.犯罪地点，审判地，管辖地，发生地点，集合地点,venue,[ˈvenju:],http://sound.yywz123.com/qsbdcword/v/venue.mp3
adv.积极地，勤奋地,actively,['æktɪvlɪ],http://sound.yywz123.com/qsbdcword/a/actively.mp3
n.漩涡，涡流,eddy,[ˈedi],http://sound.yywz123.com/qsbdcword/e/eddy.mp3
adj.和睦的，调和的，和谐的，协调的,harmonious,[hɑ:ˈməʊniəs],http://sound.yywz123.com/qsbdcword/h/harmonious.mp3
adj.不现实的，不实用的，不切实际的,impractical,[ɪmˈpræktɪkl],http://sound.yywz123.com/qsbdcword/i/impractical.mp3
n.(kerosine)煤油，火油,kerosene,[ˈkerəsi:n],http://sound.yywz123.com/qsbdcword/k/kerosene.mp3
n./v.推测，猜测,conjecture,[kənˈdʒektʃə(r)],http://sound.yywz123.com/qsbdcword/c/conjecture.mp3
n.祖先，家世,ancestry,[ˈænsestri],http://sound.yywz123.com/qsbdcword/a/ancestry.mp3
n.零乱，杂乱；vt.弄乱，把…弄得杂乱,clutter,[ˈklʌtə(r)],http://sound.yywz123.com/qsbdcword/c/clutter.mp3
n.专栏作家,columnist,[ˈkɒləmnɪst],http://sound.yywz123.com/qsbdcword/c/columnist.mp3
vt.给予(某人或某物)精力、能量,energize,[ˈenədʒaɪz],http://sound.yywz123.com/qsbdcword/e/energize.mp3
n.脊骨，脊柱，骨干；刚毅，骨气,backbone,[ˈbækbəʊn],http://sound.yywz123.com/qsbdcword/b/backbone.mp3
n.热心人，热衷者,enthusiast,[ɪnˈθju:ziæst],http://sound.yywz123.com/qsbdcword/e/enthusiast.mp3
n.捕食其它动物的动物；捕食者,predator,[ˈpredətə(r)],http://sound.yywz123.com/qsbdcword/p/predator.mp3
n.计划书；说明书；慕股书,prospectus,[prəˈspektəs],http://sound.yywz123.com/qsbdcword/p/prospectus.mp3
n.(受雇于私人或公司的)司机；vi.为…开车;vt.开车运送,chauffeur,[ˈʃəʊfə(r)],http://sound.yywz123.com/qsbdcword/c/chauffeur.mp3
n.咨询；商量；商议；会议,consultation,[ˌkɒnslˈteɪʃn],http://sound.yywz123.com/qsbdcword/c/consultation.mp3
n.健身操，健美操，韵律操,aerobics,[eəˈrəʊbɪks],http://sound.yywz123.com/qsbdcword/a/aerobics.mp3
adj.最适宜的；最理想的；最令人满意的,optimal,[ˈɒptɪməl],http://sound.yywz123.com/qsbdcword/o/optimal.mp3
vi.偷看，窥视；n.偷偷的一看，一瞥,peek,[pi:k],http://sound.yywz123.com/qsbdcword/p/peek.mp3
vi.发出恶臭；糟透，招人厌恶；n.恶臭,stink,[stɪŋk],http://sound.yywz123.com/qsbdcword/s/stink.mp3
n.兽穴；秘密地方；安静的小房间，私室,den,[den],http://sound.yywz123.com/qsbdcword/d/den.mp3
n.长命；长寿,longevity,[lɒnˈdʒevəti],http://sound.yywz123.com/qsbdcword/l/longevity.mp3
n.退学的学生；退学；退出者,dropout,[ˈdrɒpaʊt],http://sound.yywz123.com/qsbdcword/d/dropout.mp3
vt.阻止，使不敢，吓住,deter,[dɪˈtɜ:(r)],http://sound.yywz123.com/qsbdcword/d/deter.mp3
vt.&vi.刺绣于(布)上；给…添枝加叶，润饰,embroider,[ɪmˈbrɔɪdə(r)],http://sound.yywz123.com/qsbdcword/e/embroider.mp3
adj.狡猾的，奸诈的；(工作等)棘手的，微妙的,tricky,[ˈtrɪki],http://sound.yywz123.com/qsbdcword/t/tricky.mp3
n.一体化，联合，结合,integration,[ˌɪntɪˈgreɪʃn],http://sound.yywz123.com/qsbdcword/i/integration.mp3
adj.光电的，光电效应的,photoelectric,[ˌfəʊtəʊɪˈlektrɪk],http://sound.yywz123.com/qsbdcword/p/photoelectric.mp3
n.贫民，被救济者，穷人,pauper,[ˈpɔ:pə(r)],http://sound.yywz123.com/qsbdcword/p/pauper.mp3
n.贿络行为，行贿，受贿,bribery,[ˈbraɪbəri],http://sound.yywz123.com/qsbdcword/b/bribery.mp3
adj.虚构的，假设的；空头的,fictitious,[fɪkˈtɪʃəs],http://sound.yywz123.com/qsbdcword/f/fictitious.mp3
n.语调，声调；发声,intonation,[ˌɪntəˈneɪʃn],http://sound.yywz123.com/qsbdcword/i/intonation.mp3
adj.表现的，表达…的，富于表情的,expressive,[ɪkˈspresɪv],http://sound.yywz123.com/qsbdcword/e/expressive.mp3
n.小教堂，殡仪馆,chapel,[ˈtʃæpl],http://sound.yywz123.com/qsbdcword/c/chapel.mp3
n.勘漏，失察，疏忽,oversight,[ˈəʊvəsaɪt],http://sound.yywz123.com/qsbdcword/o/oversight.mp3
n.首府；大城市,metropolis,[məˈtrɒpəlɪs],http://sound.yywz123.com/qsbdcword/m/metropolis.mp3
n.劈，砍，出租马车；vt.劈，砍，干咳；vi.砍,hack,[hæk],http://sound.yywz123.com/qsbdcword/h/hack.mp3
n.能盗用或偷改电脑中信息的人，电脑黑客,hacker,[ˈhækə(r)],http://sound.yywz123.com/qsbdcword/h/hacker.mp3
n.码头，停泊处,wharf,[wɔ:f],http://sound.yywz123.com/qsbdcword/w/wharf.mp3
adj.自治的；独立的,autonomous,[ɔ:ˈtɒnəməs],http://sound.yywz123.com/qsbdcword/a/autonomous.mp3
adj.天体的；天上的,celestial,[səˈlestiəl],http://sound.yywz123.com/qsbdcword/c/celestial.mp3
n.漏斗；烟囱；v.汇集,funnel,[ˈfʌnl],http://sound.yywz123.com/qsbdcword/f/funnel.mp3
vt.&vi.变戏法，纂改，欺骗，同时做；n.玩杂耍，纂改，花招,juggle,[ˈdʒʌgl],http://sound.yywz123.com/qsbdcword/j/juggle.mp3
adj.海上的，航海的，船员的,nautical,[ˈnɔ:tɪkl],http://sound.yywz123.com/qsbdcword/n/nautical.mp3
